Title,Rule ID,Group ID
Ensure iptables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure iptables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure ip6tables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure ip6tables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure ip6tables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure ip6tables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure ip6tables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure iptables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables
Ensure iptables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables
Ensure iptables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables
Ensure iptables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables
Ensure iptables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables
Ensure ip6tables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables
Ensure ip6tables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables
Ensure ip6tables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables
Ensure ip6tables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables
Ensure ip6tables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables
Ensure auditd is installed,xccdf_org.cisecurity.benchmarks_rule_4.1.1.1_Ensure_auditd_is_installed,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure auditd service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.2_Ensure_auditd_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure auditing for processes that start prior to auditd is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.3_Ensure_auditing_for_processes_that_start_prior_to_auditd_is_enabled,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure audit_backlog_limit is sufficient,xccdf_org.cisecurity.benchmarks_rule_4.1.1.4_Ensure_audit_backlog_limit_is_sufficient,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure audit log storage size is configured,xccdf_org.cisecurity.benchmarks_rule_4.1.2.1_Ensure_audit_log_storage_size_is_configured,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure audit logs are not automatically deleted,xccdf_org.cisecurity.benchmarks_rule_4.1.2.2_Ensure_audit_logs_are_not_automatically_deleted,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure system is disabled when audit logs are full,xccdf_org.cisecurity.benchmarks_rule_4.1.2.3_Ensure_system_is_disabled_when_audit_logs_are_full,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure changes to system administration scope (sudoers) is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.3_Ensure_changes_to_system_administration_scope_sudoers_is_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure login and logout events are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.4_Ensure_login_and_logout_events_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure session initiation information is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.5_Ensure_session_initiation_information_is_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure events that modify date and time information are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.6_Ensure_events_that_modify_date_and_time_information_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure events that modify the system's Mandatory Access Controls are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.7_Ensure_events_that_modify_the_systems_Mandatory_Access_Controls_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure events that modify the system's network environment are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.8_Ensure_events_that_modify_the_systems_network_environment_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure discretionary access control permission modification events are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.9_Ensure_discretionary_access_control_permission_modification_events_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure unsuccessful unauthorized file access attempts are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.10_Ensure_unsuccessful_unauthorized_file_access_attempts_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure events that modify user/group information are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.11_Ensure_events_that_modify_usergroup_information_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure successful file system mounts are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.12_Ensure_successful_file_system_mounts_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure use of privileged commands is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.13_Ensure_use_of_privileged_commands_is_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure file deletion events by users are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.14_Ensure_file_deletion_events_by_users_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure kernel module loading and unloading is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.15_Ensure_kernel_module_loading_and_unloading_is_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure system administrator actions (sudolog) are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.16_Ensure_system_administrator_actions_sudolog_are_collected,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure the audit configuration is immutable,xccdf_org.cisecurity.benchmarks_rule_4.1.17_Ensure_the_audit_configuration_is_immutable,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure rsyslog is installed,xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure rsyslog Service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure rsyslog default file permissions configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure logging is configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure rsyslog is configured to send logs to a remote log host,xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure remote rsyslog messages are only accepted on designated log hosts.,xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure journald is configured to send logs to rsyslog,xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure journald is configured to compress large log files,xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure journald is configured to write logfiles to persistent disk,xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure permissions on all logfiles are configured,xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure logrotate is configured,xccdf_org.cisecurity.benchmarks_rule_4.3_Ensure_logrotate_is_configured,xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing
Ensure auditd is installed,xccdf_org.cisecurity.benchmarks_rule_4.1.1.1_Ensure_auditd_is_installed,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure auditd service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.2_Ensure_auditd_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure auditing for processes that start prior to auditd is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.3_Ensure_auditing_for_processes_that_start_prior_to_auditd_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure audit_backlog_limit is sufficient,xccdf_org.cisecurity.benchmarks_rule_4.1.1.4_Ensure_audit_backlog_limit_is_sufficient,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure audit log storage size is configured,xccdf_org.cisecurity.benchmarks_rule_4.1.2.1_Ensure_audit_log_storage_size_is_configured,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure audit logs are not automatically deleted,xccdf_org.cisecurity.benchmarks_rule_4.1.2.2_Ensure_audit_logs_are_not_automatically_deleted,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure system is disabled when audit logs are full,xccdf_org.cisecurity.benchmarks_rule_4.1.2.3_Ensure_system_is_disabled_when_audit_logs_are_full,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure changes to system administration scope (sudoers) is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.3_Ensure_changes_to_system_administration_scope_sudoers_is_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure login and logout events are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.4_Ensure_login_and_logout_events_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure session initiation information is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.5_Ensure_session_initiation_information_is_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure events that modify date and time information are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.6_Ensure_events_that_modify_date_and_time_information_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure events that modify the system's Mandatory Access Controls are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.7_Ensure_events_that_modify_the_systems_Mandatory_Access_Controls_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure events that modify the system's network environment are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.8_Ensure_events_that_modify_the_systems_network_environment_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure discretionary access control permission modification events are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.9_Ensure_discretionary_access_control_permission_modification_events_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure unsuccessful unauthorized file access attempts are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.10_Ensure_unsuccessful_unauthorized_file_access_attempts_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure events that modify user/group information are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.11_Ensure_events_that_modify_usergroup_information_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure successful file system mounts are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.12_Ensure_successful_file_system_mounts_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure use of privileged commands is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.13_Ensure_use_of_privileged_commands_is_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure file deletion events by users are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.14_Ensure_file_deletion_events_by_users_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure kernel module loading and unloading is collected,xccdf_org.cisecurity.benchmarks_rule_4.1.15_Ensure_kernel_module_loading_and_unloading_is_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure system administrator actions (sudolog) are collected,xccdf_org.cisecurity.benchmarks_rule_4.1.16_Ensure_system_administrator_actions_sudolog_are_collected,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure the audit configuration is immutable,xccdf_org.cisecurity.benchmarks_rule_4.1.17_Ensure_the_audit_configuration_is_immutable,xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd
Ensure auditd is installed,xccdf_org.cisecurity.benchmarks_rule_4.1.1.1_Ensure_auditd_is_installed,xccdf_org.cisecurity.benchmarks_group_4.1.1_Ensure_auditing_is_enabled
Ensure auditd service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.2_Ensure_auditd_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.1.1_Ensure_auditing_is_enabled
Ensure auditing for processes that start prior to auditd is enabled,xccdf_org.cisecurity.benchmarks_rule_4.1.1.3_Ensure_auditing_for_processes_that_start_prior_to_auditd_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.1.1_Ensure_auditing_is_enabled
Ensure audit_backlog_limit is sufficient,xccdf_org.cisecurity.benchmarks_rule_4.1.1.4_Ensure_audit_backlog_limit_is_sufficient,xccdf_org.cisecurity.benchmarks_group_4.1.1_Ensure_auditing_is_enabled
Ensure audit log storage size is configured,xccdf_org.cisecurity.benchmarks_rule_4.1.2.1_Ensure_audit_log_storage_size_is_configured,xccdf_org.cisecurity.benchmarks_group_4.1.2_Configure_Data_Retention
Ensure audit logs are not automatically deleted,xccdf_org.cisecurity.benchmarks_rule_4.1.2.2_Ensure_audit_logs_are_not_automatically_deleted,xccdf_org.cisecurity.benchmarks_group_4.1.2_Configure_Data_Retention
Ensure system is disabled when audit logs are full,xccdf_org.cisecurity.benchmarks_rule_4.1.2.3_Ensure_system_is_disabled_when_audit_logs_are_full,xccdf_org.cisecurity.benchmarks_group_4.1.2_Configure_Data_Retention
Ensure rsyslog is installed,xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure rsyslog Service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure rsyslog default file permissions configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure logging is configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure rsyslog is configured to send logs to a remote log host,xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure remote rsyslog messages are only accepted on designated log hosts.,xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure journald is configured to send logs to rsyslog,xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure journald is configured to compress large log files,xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure journald is configured to write logfiles to persistent disk,xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure permissions on all logfiles are configured,xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured,xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging
Ensure rsyslog is installed,xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure rsyslog Service is enabled,xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure rsyslog default file permissions configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure logging is configured,xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure rsyslog is configured to send logs to a remote log host,xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure remote rsyslog messages are only accepted on designated log hosts.,xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.,xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog
Ensure journald is configured to send logs to rsyslog,xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog,xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald
Ensure journald is configured to compress large log files,xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files,xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald
Ensure journald is configured to write logfiles to persistent disk,xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk,xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald
Ensure cron daemon is enabled,xccdf_org.cisecurity.benchmarks_rule_5.1.1_Ensure_cron_daemon_is_enabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/crontab are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.2_Ensure_permissions_on_etccrontab_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/cron.hourly are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.3_Ensure_permissions_on_etccron.hourly_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/cron.daily are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.4_Ensure_permissions_on_etccron.daily_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/cron.weekly are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.5_Ensure_permissions_on_etccron.weekly_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/cron.monthly are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.6_Ensure_permissions_on_etccron.monthly_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/cron.d are configured,xccdf_org.cisecurity.benchmarks_rule_5.1.7_Ensure_permissions_on_etccron.d_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure at/cron is restricted to authorized users,xccdf_org.cisecurity.benchmarks_rule_5.1.8_Ensure_atcron_is_restricted_to_authorized_users,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on /etc/ssh/sshd_config are configured,xccdf_org.cisecurity.benchmarks_rule_5.2.1_Ensure_permissions_on_etcsshsshd_config_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH access is limited,xccdf_org.cisecurity.benchmarks_rule_5.2.2_Ensure_SSH_access_is_limited,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on SSH private host key files are configured,xccdf_org.cisecurity.benchmarks_rule_5.2.3_Ensure_permissions_on_SSH_private_host_key_files_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure permissions on SSH public host key files are configured,xccdf_org.cisecurity.benchmarks_rule_5.2.4_Ensure_permissions_on_SSH_public_host_key_files_are_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH LogLevel is appropriate,xccdf_org.cisecurity.benchmarks_rule_5.2.5_Ensure_SSH_LogLevel_is_appropriate,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH X11 forwarding is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.6_Ensure_SSH_X11_forwarding_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH MaxAuthTries is set to 4 or less,xccdf_org.cisecurity.benchmarks_rule_5.2.7_Ensure_SSH_MaxAuthTries_is_set_to_4_or_less,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH IgnoreRhosts is enabled,xccdf_org.cisecurity.benchmarks_rule_5.2.8_Ensure_SSH_IgnoreRhosts_is_enabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH HostbasedAuthentication is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.9_Ensure_SSH_HostbasedAuthentication_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH root login is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.10_Ensure_SSH_root_login_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH PermitEmptyPasswords is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.11_Ensure_SSH_PermitEmptyPasswords_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH PermitUserEnvironment is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.12_Ensure_SSH_PermitUserEnvironment_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH Idle Timeout Interval is configured,xccdf_org.cisecurity.benchmarks_rule_5.2.13_Ensure_SSH_Idle_Timeout_Interval_is_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH LoginGraceTime is set to one minute or less,xccdf_org.cisecurity.benchmarks_rule_5.2.14_Ensure_SSH_LoginGraceTime_is_set_to_one_minute_or_less,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH warning banner is configured,xccdf_org.cisecurity.benchmarks_rule_5.2.15_Ensure_SSH_warning_banner_is_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH PAM is enabled,xccdf_org.cisecurity.benchmarks_rule_5.2.16_Ensure_SSH_PAM_is_enabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH AllowTcpForwarding is disabled,xccdf_org.cisecurity.benchmarks_rule_5.2.17_Ensure_SSH_AllowTcpForwarding_is_disabled,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH MaxStartups is configured,xccdf_org.cisecurity.benchmarks_rule_5.2.18_Ensure_SSH_MaxStartups_is_configured,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure SSH MaxSessions is set to 4 or less,xccdf_org.cisecurity.benchmarks_rule_5.2.19_Ensure_SSH_MaxSessions_is_set_to_4_or_less,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure system-wide crypto policy is not over-ridden,xccdf_org.cisecurity.benchmarks_rule_5.2.20_Ensure_system-wide_crypto_policy_is_not_over-ridden,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Create custom authselect profile,xccdf_org.cisecurity.benchmarks_rule_5.3.1_Create_custom_authselect_profile,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Select authselect profile,xccdf_org.cisecurity.benchmarks_rule_5.3.2_Select_authselect_profile,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
Ensure authselect includes with-faillock,xccdf_org.cisecurity.benchmarks_rule_5.3.3_Ensure_authselect_includes_with-faillock,xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization
