Counter;Title;Rule ID;Group ID;Profiles
197;Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
198;Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
199;Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
200;Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
201;Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
202;Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
203;Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
204;Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
205;Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
206;Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
207;Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
208;Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3.4.1_Ensure_Firewall_software_is_installed;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
209;Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
210;Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
211;Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
212;Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
213;Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
214;Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
215;Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
216;Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
217;Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
218;Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
219;Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
220;Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
221;Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
222;Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
223;Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
224;Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
225;Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
226;Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
227;Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
228;Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
229;Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
230;Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
231;Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
232;Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
233;Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
234;Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
235;Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
236;Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
237;Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
238;Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
239;Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
240;Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
241;Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
242;Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
243;Ensure rsyslog is installed;xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
244;Ensure rsyslog Service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
245;Ensure rsyslog default file permissions configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
246;Ensure logging is configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
247;Ensure rsyslog is configured to send logs to a remote log host;xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
248;Ensure remote rsyslog messages are only accepted on designated log hosts.;xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
249;Ensure journald is configured to send logs to rsyslog;xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
250;Ensure journald is configured to compress large log files;xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
251;Ensure journald is configured to write logfiles to persistent disk;xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
252;Ensure permissions on all logfiles are configured;xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
253;Ensure logrotate is configured;xccdf_org.cisecurity.benchmarks_rule_4.3_Ensure_logrotate_is_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
254;Ensure rsyslog is installed;xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
255;Ensure rsyslog Service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
256;Ensure rsyslog default file permissions configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
257;Ensure logging is configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
258;Ensure rsyslog is configured to send logs to a remote log host;xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
259;Ensure remote rsyslog messages are only accepted on designated log hosts.;xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
260;Ensure journald is configured to send logs to rsyslog;xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
261;Ensure journald is configured to compress large log files;xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
262;Ensure journald is configured to write logfiles to persistent disk;xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
263;Ensure permissions on all logfiles are configured;xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured;xccdf_org.cisecurity.benchmarks_group_4.2_Configure_Logging;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
264;Ensure rsyslog is installed;xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
265;Ensure rsyslog Service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
266;Ensure rsyslog default file permissions configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
267;Ensure logging is configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
268;Ensure rsyslog is configured to send logs to a remote log host;xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
269;Ensure remote rsyslog messages are only accepted on designated log hosts.;xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.;xccdf_org.cisecurity.benchmarks_group_4.2.1_Configure_rsyslog;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
270;Ensure journald is configured to send logs to rsyslog;xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog;xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
271;Ensure journald is configured to compress large log files;xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files;xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
272;Ensure journald is configured to write logfiles to persistent disk;xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk;xccdf_org.cisecurity.benchmarks_group_4.2.2_Configure_journald;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
273;Ensure cron daemon is enabled;xccdf_org.cisecurity.benchmarks_rule_5.1.1_Ensure_cron_daemon_is_enabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
274;Ensure permissions on /etc/crontab are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.2_Ensure_permissions_on_etccrontab_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
275;Ensure permissions on /etc/cron.hourly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.3_Ensure_permissions_on_etccron.hourly_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
276;Ensure permissions on /etc/cron.daily are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.4_Ensure_permissions_on_etccron.daily_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
277;Ensure permissions on /etc/cron.weekly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.5_Ensure_permissions_on_etccron.weekly_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
278;Ensure permissions on /etc/cron.monthly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.6_Ensure_permissions_on_etccron.monthly_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
279;Ensure permissions on /etc/cron.d are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.7_Ensure_permissions_on_etccron.d_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
280;Ensure at/cron is restricted to authorized users;xccdf_org.cisecurity.benchmarks_rule_5.1.8_Ensure_atcron_is_restricted_to_authorized_users;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
281;Ensure permissions on /etc/ssh/sshd_config are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.1_Ensure_permissions_on_etcsshsshd_config_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
282;Ensure SSH access is limited;xccdf_org.cisecurity.benchmarks_rule_5.2.2_Ensure_SSH_access_is_limited;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
283;Ensure permissions on SSH private host key files are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.3_Ensure_permissions_on_SSH_private_host_key_files_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
284;Ensure permissions on SSH public host key files are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.4_Ensure_permissions_on_SSH_public_host_key_files_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
285;Ensure SSH LogLevel is appropriate;xccdf_org.cisecurity.benchmarks_rule_5.2.5_Ensure_SSH_LogLevel_is_appropriate;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
286;Ensure SSH X11 forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.6_Ensure_SSH_X11_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
287;Ensure SSH MaxAuthTries is set to 4 or less;xccdf_org.cisecurity.benchmarks_rule_5.2.7_Ensure_SSH_MaxAuthTries_is_set_to_4_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
288;Ensure SSH IgnoreRhosts is enabled;xccdf_org.cisecurity.benchmarks_rule_5.2.8_Ensure_SSH_IgnoreRhosts_is_enabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
289;Ensure SSH HostbasedAuthentication is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.9_Ensure_SSH_HostbasedAuthentication_is_disabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
