Rule Title;Rule ID;Group ID;Profiles;Value Title;Value;Value ID
Ensure suspicious packets are logged;xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure suspicious packets are logged;net.ipv4.conf.all.log_martians=1;xccdf_org.cisecurity.benchmarks_value_1651244_var
Ensure broadcast ICMP requests are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure broadcast ICMP requests are ignored;net.ipv4.icmp_echo_ignore_broadcasts=1;xccdf_org.cisecurity.benchmarks_value_1659008_var
Ensure bogus ICMP responses are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure bogus ICMP responses are ignored;net.ipv4.icmp_ignore_bogus_error_responses=1;xccdf_org.cisecurity.benchmarks_value_1659009_var
Ensure Reverse Path Filtering is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Reverse Path Filtering is enabled;net.ipv4.conf.all.rp_filter=1;xccdf_org.cisecurity.benchmarks_value_1659010_var
Ensure TCP SYN Cookies is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure TCP SYN Cookies is enabled;net.ipv4.tcp_syncookies=1;xccdf_org.cisecurity.benchmarks_value_1659012_var
Ensure IPv6 router advertisements are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IPv6 router advertisements are not accepted;net.ipv6.conf.all.accept_ra=0;xccdf_org.cisecurity.benchmarks_value_1651259_var
Ensure DCCP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.1_Ensure_DCCP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;;;
Ensure SCTP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.2_Ensure_SCTP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;;;
Ensure RDS is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.3_Ensure_RDS_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;;;
Ensure TIPC is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.4_Ensure_TIPC_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;;;
Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure firewalld service is enabled and running;enabled;xccdf_org.cisecurity.benchmarks_value_1651280_var
Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables service is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651286_var
Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651294_var
Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure an nftables table exists;^\h*table\h+\H+\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651305_var
Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables base chains exist;^\h*\H+\h+\H+\h+hook\h+input\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651311_var
Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables default deny firewall policy;input;xccdf_org.cisecurity.benchmarks_value_1651323_var
Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651329_var
Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables default deny firewall policy;^Chain INPUT \(policy (DROP|REJECT)\)$;xccdf_org.cisecurity.benchmarks_value_1651795_var
Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables loopback traffic is configured;^\s*\S+\s+\S+\s+ACCEPT\s+all\s+--\s+lo\s+\*\s+0\.0\.0\.0\/0\s+0\.0\.0\.0\/0\b;xccdf_org.cisecurity.benchmarks_value_1656366_var
Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1612850_var
Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables default deny firewall policy;^\s*Chain\s+INPUT\s+\(policy (DROP|REJECT)\)(\s+.*)?$;xccdf_org.cisecurity.benchmarks_value_1656370_var
Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1656375_var
Ensure wireless interfaces are disabled;xccdf_org.cisecurity.benchmarks_rule_3.5_Ensure_wireless_interfaces_are_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 2 - Workstation;;;
Disable IPv6;xccdf_org.cisecurity.benchmarks_rule_3.6_Disable_IPv6;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;;;
Ensure IP forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IP forwarding is disabled;net.ipv6.conf.all.forwarding=0;xccdf_org.cisecurity.benchmarks_value_1659006_var
Ensure packet redirect sending is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure packet redirect sending is disabled;net.ipv4.conf.all.send_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651216_var
Ensure source routed packets are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure source routed packets are not accepted;net.ipv4.conf.all.accept_source_route=0;xccdf_org.cisecurity.benchmarks_value_1651223_var
Ensure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ICMP redirects are not accepted;net.ipv4.conf.all.accept_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651233_var
Ensure secure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure secure ICMP redirects are not accepted;net.ipv4.conf.all.secure_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651240_var
Ensure suspicious packets are logged;xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure suspicious packets are logged;net.ipv4.conf.all.log_martians=1;xccdf_org.cisecurity.benchmarks_value_1651244_var
Ensure broadcast ICMP requests are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure broadcast ICMP requests are ignored;net.ipv4.icmp_echo_ignore_broadcasts=1;xccdf_org.cisecurity.benchmarks_value_1659008_var
Ensure bogus ICMP responses are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure bogus ICMP responses are ignored;net.ipv4.icmp_ignore_bogus_error_responses=1;xccdf_org.cisecurity.benchmarks_value_1659009_var
Ensure Reverse Path Filtering is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Reverse Path Filtering is enabled;net.ipv4.conf.all.rp_filter=1;xccdf_org.cisecurity.benchmarks_value_1659010_var
Ensure TCP SYN Cookies is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure TCP SYN Cookies is enabled;net.ipv4.tcp_syncookies=1;xccdf_org.cisecurity.benchmarks_value_1659012_var
Ensure IPv6 router advertisements are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IPv6 router advertisements are not accepted;net.ipv6.conf.all.accept_ra=0;xccdf_org.cisecurity.benchmarks_value_1651259_var
Ensure DCCP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.1_Ensure_DCCP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols;Level 2 - Server, Level 2 - Workstation;;;
Ensure SCTP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.2_Ensure_SCTP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols;Level 2 - Server, Level 2 - Workstation;;;
Ensure RDS is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.3_Ensure_RDS_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols;Level 2 - Server, Level 2 - Workstation;;;
Ensure TIPC is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.4_Ensure_TIPC_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols;Level 2 - Server, Level 2 - Workstation;;;
Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure firewalld service is enabled and running;enabled;xccdf_org.cisecurity.benchmarks_value_1651280_var
Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables service is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651286_var
Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651294_var
Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure an nftables table exists;^\h*table\h+\H+\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651305_var
Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables base chains exist;^\h*\H+\h+\H+\h+hook\h+input\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651311_var
Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables default deny firewall policy;input;xccdf_org.cisecurity.benchmarks_value_1651323_var
Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651329_var
Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables default deny firewall policy;^Chain INPUT \(policy (DROP|REJECT)\)$;xccdf_org.cisecurity.benchmarks_value_1651795_var
Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables loopback traffic is configured;^\s*\S+\s+\S+\s+ACCEPT\s+all\s+--\s+lo\s+\*\s+0\.0\.0\.0\/0\s+0\.0\.0\.0\/0\b;xccdf_org.cisecurity.benchmarks_value_1656366_var
Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1612850_var
Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables default deny firewall policy;^\s*Chain\s+INPUT\s+\(policy (DROP|REJECT)\)(\s+.*)?$;xccdf_org.cisecurity.benchmarks_value_1656370_var
Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1656375_var
Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3.4.1_Ensure_Firewall_software_is_installed;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure firewalld service is enabled and running;enabled;xccdf_org.cisecurity.benchmarks_value_1651280_var
